id,city,basin,riverName,siteName,date,RPI,WT,PH,EC,NH3N,Ch,Temperature,SS,DO,COD,DOS,BOD,CG
97,高雄市,阿公店溪流域,阿公店溪,舊港橋,2015/04/09,5,26.7,7.8,19200,27.5,6170,25.6,24.4,7.5,36,100.5,9.5,24000
98,高雄市,阿公店溪流域,阿公店溪,蓬萊橋(原為阿公店溪),2015/04/09,1.5,28.1,8.3000000000000007,506,<0.01,-,29.2,22.1,7.6,13.9,97,3,270
99,高雄市,阿公店溪流域,阿公店溪,阿公店出水口,2015/04/09,-,-,-,-,-,-,-,-,-,-,-,-,-
100,高雄市,阿公店溪流域,阿公店溪,阿公店橋,2015/04/09,-,-,-,-,-,-,-,-,-,-,-,-,-
101,高雄市,阿公店溪流域,阿公店溪,高速鐵路橋下游便橋,2015/04/09,3.5,28,7.6,1040,2.68,-,31.6,13,3.8,16.600000000000001,48.4,1.8,2300
102,高雄市,高屏溪流域,高屏溪,六龜大橋,2015/04/08,1,22.6,8.3000000000000007,566,<0.01,-,23.6,11,8.5,<4.0,98.5,<1.0,190
103,高雄市,高屏溪流域,高屏溪,大津橋,2015/04/08,-,-,-,-,-,-,-,-,-,-,-,-,-
104,高雄市,高屏溪流域,高屏溪,新寮橋(原為新寮吊橋),2015/04/08,-,-,-,-,-,-,-,-,-,-,-,-,-
105,高雄市,高屏溪流域,高屏溪,新旗尾橋,2015/04/08,1,27.1,8.3000000000000007,718,0.02,-,27.2,9.8000000000000007,9.5,6.6,120.1,1.2,200
106,高雄市,高屏溪流域,高屏溪,新發大橋,2015/04/08,1,22.6,8.3000000000000007,571,<0.01,-,23.6,6.4,8.4,<4.0,96.6,<1.0,130
107,高雄市,高屏溪流域,高屏溪,旗南橋,2015/04/08,1,26.7,7.9,639,0.47,-,27.1,11.7,9,6.6,113.3,1.2,13000
108,高雄市,高屏溪流域,高屏溪,月眉橋,2015/04/08,-,-,-,-,-,-,-,-,-,-,-,-,-
109,高雄市,高屏溪流域,高屏溪,甲仙取水口(取代四德大橋),2015/04/08,1,23.7,8.4,473,<0.01,-,25.8,7,8.3000000000000007,<4.0,101.1,<1.0,300
110,高雄市,高屏溪流域,高屏溪,萬大大橋,2015/04/08,-,-,-,-,-,-,-,-,-,-,-,-,-
111,高雄市,高屏溪流域,高屏溪,西門大橋,2015/04/08,1,25,8.1999999999999993,561,0.19,-,25.6,10.5,8.6999999999999993,5.7,105.7,1.3,23000
112,高雄市,高屏溪流域,高屏溪,里嶺大橋(取代嶺口橋),2015/04/08,-,-,-,-,-,-,-,-,-,-,-,-,-
113,高雄市,高屏溪流域,高屏溪,雙園大橋,2015/04/08,6.8,27.9,7.9,21500,11.8,7920,28.7,50,10.199999999999999,60.9,137.4,18.600000000000001,160000
114,高雄市,高屏溪流域,高屏溪,高屏大橋,2015/04/08,3.3,28.1,7.8,771,2.54,-,28.3,25.2,5.8,9.6,74.599999999999994,1.6,1300
115,基隆市,淡水河流域,基隆河,六合橋,2015/04/09,1.5,18.100000000000001,7.6,194,0.52,-,19.5,8.3000000000000007,8.6999999999999993,10,91.8,1.5,50000
116,基隆市,淡水河流域,基隆河,實踐橋,2015/04/09,1,18,7.2,224,0.39,-,19.3,8.6,7.4,8,79.8,1.4,65000
117,基隆市,淡水河流域,基隆河,暖江橋,2015/04/09,1,18,7.3,180,0.31,-,18.8,5.8,9,8,94.7,1.2,30000
118,新竹市,客雅溪流域,客雅溪,客雅溪橋,2015/04/01,6.8,26.5,7.1,2880,27.4,-,30.6,8.4,4.2,31.4,51.5,15.3,250000
119,新竹市,客雅溪流域,客雅溪,香雅橋,2015/04/01,5,28.2,7.2,2640,26.7,-,27.4,9.6,5.4,22.9,69.2,11.2,90000
120,新竹市,客雅溪流域,客雅溪,鳳凰橋(原為青草湖),2015/04/01,2.8,25.6,8,463,0.72,-,31.3,5.2,10.6,25.6,128.6,7.1,1200
121,新竹市,頭前溪流域,頭前溪,湳雅取水口(取代溪洲大橋),2015/04/01,1,27.3,8.1,430,0.06,-,26.1,9.1,8.8000000000000007,18.7,111.8,2.8,2000
122,新竹市,頭前溪流域,頭前溪,頭前溪橋,2015/04/01,1,26.1,8.5,403,0.08,-,26,4.5,8.5,15.7,105.3,3,400
123,新竹市,鹽港溪流域,鹽港溪,中隘橋,2015/04/01,1.5,25.6,7.6,610,0.05,-,26.6,2.4,5.4,18.100000000000001,66,2.5,9000
124,新竹市,鹽港溪流域,鹽港溪,誠仁橋,2015/04/01,3.5,27.2,7.5,9880,2.58,3020,26.8,18.2,6.7,9.4,86.2,5.4,100000
125,嘉義市,八掌溪流域,八掌溪,軍輝橋,2015/04/02,2,29,7.7,836,0.64,-,31.6,7.5,8.8000000000000007,13.4,115.1,4,26000
126,嘉義市,朴子溪流域,朴子溪,牛稠溪橋,2015/04/02,4.5,32.9,8.1,1870,8.74,-,33.299999999999997,20,10.7,38.5,148.69999999999999,7.2,68000
127,宜蘭縣,冬山河流域,冬山河,冬山河橋,2015/04/08,2,19.2,7.3,217,0.7,-,18.899999999999999,11.2,5.7,6.1,61.1,1.5,3600
128,宜蘭縣,冬山河流域,冬山河,利澤簡橋,2015/04/08,3.3,20.3,7.7,305,1.26,-,18.5,25.5,6.3,10.6,68.900000000000006,2,4800
129,宜蘭縣,冬山河流域,冬山河,清水大閘,2015/04/08,2.8,20.6,7.9,522,1.21,75.900000000000006,17.3,22.6,6.8,13.1,77.400000000000006,2.1,1200
