id,city,basin,riverName,siteName,date,RPI,WT,PH,EC,NH3N,Ch,Temperature,SS,DO,COD,DOS,BOD,CG
﻿序號,縣市,流域,河川,測點,採樣日期,RPI指標,一般項目,,,,,,,,,,,
,,,,,,"RPI River Pollution Index","水溫 Water Temperature (℃)","酸鹼值 pH","導電度 Conductivity (μmho/cm25℃)","氨氮 NH3-N (mg/L)","氯鹽 Chloride (mg/L)","氣溫 Temperature (℃)","懸浮固體 Suspended Solid (mg/L)","溶氧(電極法) Dissolved Oxygen (mg/L)","化學需氧量 Chemical Oxygen Demand (mg/L)","溶氧飽和度 Dissolved Oxygen Saturation (%)","生化需氧量 Biochemical Oxygen Demand (mg/L)","大腸桿菌群 Coliform Group (CFU/100mL)"
143,宜蘭縣,蘭陽溪流域,蘭陽溪,崙埤橋(原為崙碑),2017/02/08,1.0,16.3,7.4,58,0.02,-,16.1,1.2,9.7,<4.0,100.9,<1.0,"3,100"
144,宜蘭縣,蘭陽溪流域,蘭陽溪,牛鬥橋,2017/02/08,1.0,15.9,8.3,488,0.02,-,13.2,12.0,9.1,<4.0,94.5,<1.0,"1,600"
145,宜蘭縣,蘭陽溪流域,蘭陽溪,葫蘆堵大橋(原為上深溝),2017/02/08,1.5,17.8,8.3,421,0.05,-,18.6,30.0,9.3,<4.0,98.1,<1.0,"14,000"
146,宜蘭縣,蘭陽溪流域,蘭陽溪,蘭陽大橋,2017/02/08,1.5,20.2,8.2,468,0.1,-,22.3,42.4,9.1,<4.0,100.9,<1.0,"6,100"
147,桃園市,南崁溪流域,南崁溪,南崁溪橋,2017/02/09,6.0,16.0,7.5,"1,280",7.67,-,10.1,36.0,6.9,46.6,69.0,16.9,"350,000"
148,桃園市,南崁溪流域,南崁溪,大埔橋,2017/02/09,5.5,18.3,7.6,"2,810",5.95,-,11.5,20.0,7.3,39.6,78.1,15.3,"360,000"
149,桃園市,南崁溪流域,南崁溪,大檜溪橋,2017/02/09,6.5,17.6,7.3,"1,480",7.54,-,10.7,29.8,4.6,48.2,48.2,27.0,"750,000"
150,桃園市,南崁溪流域,南崁溪,竹圍大橋,2017/02/09,5.0,14.6,7.5,"1,110",6.8,-,10.2,36.8,7.4,36.0,72.5,14.2,"260,000"
151,桃園市,南崁溪流域,南崁溪,舊路大橋,2017/02/09,6.0,17.6,7.6,"2,770",5.58,-,11.2,22.2,7.7,36.4,80.2,17.4,"330,000"
152,桃園市,南崁溪流域,南崁溪,龜山橋,2017/02/09,6.0,15.7,7.5,"2,080",4.31,-,11.1,29.8,7.7,40.0,77.0,19.8,"480,000"
153,桃園市,南崁溪流域,茄苳溪(桃),宏太橋,2017/02/09,6.5,15.8,7.3,710,5.79,-,10.8,32.6,4.7,57.1,47.5,16.5,"780,000"
154,桃園市,南崁溪流域,茄苳溪(桃),星見橋,2017/02/09,5.0,15.9,7.4,608,8.42,-,10.4,18.4,6.0,38.8,60.6,9.2,"510,000"
155,桃園市,南崁溪流域,茄苳溪(桃),茄苳溪橋,2017/02/09,5.0,15.7,7.3,743,7.72,-,10.2,18.9,6.2,31.6,61.6,13.4,"190,000"
156,桃園市,淡水河流域,大漢溪,大溪橋,2017/02/09,1.0,14.4,8.1,253,0.02,-,12.3,5.4,9.3,<4.0,91.2,1.1,540
157,桃園市,淡水河流域,大漢溪,後池堰,2017/02/09,1.0,16.5,8.1,242,<0.01,-,15.4,3.5,9.5,<4.0,98.7,<1.0,930
158,桃園市,社子溪流域,社子溪,月眉橋,2017/02/09,4.5,15.1,7.5,451,6.11,-,15.0,6.5,7.1,30.6,71.2,13.9,"280,000"
159,桃園市,社子溪流域,社子溪,永寧一號橋,2017/02/09,1.0,14.2,7.4,244,0.16,-,14.5,1.6,9.6,7.6,94.7,2.0,"210,000"
160,桃園市,社子溪流域,社子溪,社子橋,2017/02/09,2.8,14.8,7.2,496,0.52,-,16.0,14.5,8.3,21.6,82.1,5.0,"120,000"
161,桃園市,社子溪流域,社子溪,笨子港橋,2017/02/09,8.0,13.7,7.7,845,12.6,-,16.0,70.7,3.5,161,33.2,88.7,"700,000"
162,桃園市,社子溪流域,社子溪,老飯店橋,2017/02/09,4.5,15.4,7.5,690,5.16,-,16.0,6.8,8.1,30.8,81.2,13.5,"150,000"
163,桃園市,福興溪流域,福興溪,員笨橋,2017/02/09,2.8,14.1,7.3,431,0.8,-,16.0,17.0,8.4,24.8,81.8,6.7,"200,000"
164,桃園市,福興溪流域,福興溪,新湖橋,2017/02/09,4.0,14.7,7.2,480,1.27,-,16.5,34.8,9.5,23.2,93.0,5.2,"110,000"
165,桃園市,老街溪流域,老街溪,中正橋,2017/02/09,3.5,13.9,7.1,913,1.21,-,12.3,16.3,8.0,29.4,75.9,9.9,"370,000"
166,桃園市,老街溪流域,老街溪,公園橋上游(原為青埔橋),2017/02/09,4.5,15.5,7.3,"1,210",3.55,-,12.5,12.0,8.8,24.8,88.8,10.2,"2,800,000"
167,桃園市,老街溪流域,老街溪,北勢橋,2017/02/09,3.3,14.4,7.0,537,0.8,-,12.1,21.6,8.6,21.6,85.1,6.3,"1,300,000"
168,桃園市,老街溪流域,老街溪,平鎮第一號橋,2017/02/09,6.0,15.2,7.0,"1,920",4.17,-,11.4,12.0,5.1,39.8,51.6,17.3,"240,000"
169,桃園市,老街溪流域,老街溪,環鄉橋(原為宋屋),2017/02/09,5.0,15.0,7.2,"1,100",4.16,-,12.2,13.7,6.4,38.2,64.8,14.9,"380,000"
170,桃園市,老街溪流域,老街溪,美都麗橋,2017/02/09,5.8,14.5,7.0,365,5.41,-,10.1,4.4,4.5,20.8,45.1,6.2,"360,000"
171,桃園市,老街溪流域,老街溪,許厝港一號橋,2017/02/09,4.5,15.2,7.0,"1,980",4.18,173,12.0,15.3,7.6,41.0,76.5,14.7,"600,000"
172,新竹縣,新豐溪流域,新豐溪,中山橋(新豐溪),2017/02/08,6.3,17.8,7.2,692,8.3,-,20.1,25.8,3.4,50.6,35.8,12.1,"5,000"
173,新竹縣,新豐溪流域,新豐溪,東興橋,2017/02/08,1.5,18.6,6.6,532,0.09,-,19.6,5.0,5.7,14.4,61.8,2.0,"5,800"
174,新竹縣,新豐溪流域,茄苳溪(竹),山崎橋,2017/02/08,6.5,22.1,6.9,"4,970",8.13,-,19.4,23.8,5.5,48.2,64.2,18.8,"320,000"
175,新竹縣,新豐溪流域,茄苳溪(竹),紅樹林橋(原為紅毛港大橋),2017/02/08,3.8,17.9,7.7,"35,800",1.33,"14,600",20.1,33.2,6.4,16.4,77.3,4.1,"63,000"
176,新竹縣,新豐溪流域,茄苳溪(竹),象鼻橋,2017/02/08,4.5,20.6,7.4,"3,970",7.95,-,20.3,11.9,7.5,32.8,84.3,11.1,"73,000"
177,新竹縣,福興溪流域,福興溪,深坑橋,2017/02/09,2.0,13.7,7.3,516,0.67,-,16.0,14.2,9.6,20.2,91.6,3.8,"420,000"
178,新竹縣,頭前溪流域,頭前溪,中正大橋,2017/02/08,1.0,20.2,7.8,353,<0.01,-,19.5,3.4,9.9,<4.0,109.3,<1.0,40
179,新竹縣,頭前溪流域,頭前溪,內灣吊橋,2017/02/08,1.0,17.8,7.9,258,0.02,-,19.0,1.0,9.6,<4.0,102.5,<1.0,370
180,新竹縣,頭前溪流域,頭前溪,寶山水庫取水口,2017/02/08,1.0,16.5,7.6,386,<0.01,-,19.0,1.6,9.4,<4.0,96.9,<1.0,130
181,新竹縣,頭前溪流域,頭前溪,瑞昌大橋(原為瑞豐大橋),2017/02/08,1.0,16.6,7.7,375,<0.01,-,19.0,2.1,9.8,<4.0,101.7,<1.0,230
182,新竹縣,頭前溪流域,頭前溪,竹東大橋,2017/02/08,1.5,16.8,7.9,397,<0.01,-,18.5,24.9,10.5,<4.0,109.7,1.2,"2,300"
183,新竹縣,頭前溪流域,頭前溪,竹林大橋,2017/02/08,1.0,20.2,7.7,359,<0.01,-,19.0,1.7,9.6,<4.0,106.8,<1.0,170
184,新竹縣,鳳山溪流域,鳳山溪,三聖橋,2017/02/08,1.5,16.5,7.0,332,0.17,-,19.0,6.0,7.1,15.4,73.2,3.7,"3,600"
185,新竹縣,鳳山溪流域,鳳山溪,台15線鳳山溪橋,2017/02/08,3.5,17.8,7.4,"36,200",1.36,"12,700",19.9,57.1,7.2,11.2,86.2,3.0,"23,000"
186,新竹縣,鳳山溪流域,鳳山溪,台1線鳳山溪橋,2017/02/08,2.0,17.0,7.1,488,0.07,-,19.1,4.2,5.8,9.2,60.2,3.2,410
187,新竹縣,鳳山溪流域,鳳山溪,新埔大橋,2017/02/08,1.5,17.3,7.2,396,0.31,-,17.5,5.6,6.1,15.6,63.3,2.8,"320,000"
188,新竹縣,鳳山溪流域,鳳山溪,渡船大橋,2017/02/08,1.0,17.7,8.0,362,0.41,-,17.0,3.4,7.2,6.2,75.1,2.0,"5,600"
189,新竹縣,鹽港溪流域,鹽港溪,新城橋,2017/02/08,1.5,19.0,7.8,683,0.58,-,18.6,17.1,8.6,10.2,92.8,2.3,"23,000"
190,苗栗縣,中港溪流域,中港溪,三灣大橋,2017/02/06,1.0,20.5,8.1,363,0.12,-,22.9,11.8,10.1,<4.0,112.9,<1.0,700
191,苗栗縣,中港溪流域,中港溪,尖山大橋(取代中港溪橋),2017/02/06,8.3,21.7,7.7,"15,800",77.6,"5,340",22.6,22.4,0.0,124,0.4,79.9,"190,000"
192,苗栗縣,中港溪流域,中港溪,平安大橋,2017/02/06,1.0,20.9,8.3,362,0.04,-,21.6,4.4,10.1,4.5,113.8,<1.0,140
193,苗栗縣,中港溪流域,中港溪,東興大橋,2017/02/06,1.0,20.5,8.2,391,0.09,-,22.1,17.2,10.2,7.5,113.5,1.7,"2,200"
194,苗栗縣,中港溪流域,中港溪,永興橋,2017/02/06,1.0,19.7,8.4,314,0.06,-,22.7,1.3,10.6,<4.0,117.9,<1.0,390
195,苗栗縣,中港溪流域,南港溪(苗),南港溪橋,2017/02/06,7.3,22.3,8.0,"14,600",42.1,"7,280",22.1,56.2,5.8,182,70.2,87.1,"350,000"
196,苗栗縣,大安溪流域,大安溪,卓蘭大橋(原名為蘭勢橋),2017/02/09,1.0,16.8,8.5,431,0.02,-,15.1,9.3,9.8,<4.0,105.2,1.0,200
197,苗栗縣,大安溪流域,大安溪,協成橋,2017/02/09,1.0,14.2,8.2,433,0.1,-,14.4,5.4,9.8,5.3,99.6,1.3,"17,000"
198,苗栗縣,大安溪流域,大安溪,文峰橋,2017/02/09,1.0,14.0,8.5,426,0.1,-,14.5,2.8,11.0,4.8,110.4,1.1,"7,200"
199,苗栗縣,大安溪流域,大安溪,白布帆大橋,2017/02/09,1.0,14.7,8.3,421,0.03,-,14.1,2.0,9.5,<4.0,99.5,<1.0,85
200,苗栗縣,大安溪流域,大安溪,義里大橋,2017/02/09,1.0,15.9,8.5,448,0.03,-,15.4,9.2,10.6,<4.0,109.8,<1.0,55
201,苗栗縣,後龍溪流域,後龍溪,北勢大橋,2017/02/09,1.5,16.7,8.3,588,0.35,19.1,19.4,10.3,13.2,14.6,135.7,4.6,"1,600"
202,苗栗縣,後龍溪流域,後龍溪,後龍溪橋,2017/02/09,4.0,15.0,8.2,"35,900",1.75,"12,700",18.2,25.6,9.6,23.1,108.2,14.2,"3,400"
203,苗栗縣,後龍溪流域,後龍溪,頭屋大橋,2017/02/09,1.0,15.2,8.4,525,0.02,-,19.2,2.6,12.2,<4.0,121.5,1.1,250
204,苗栗縣,後龍溪流域,後龍溪,龜山橋,2017/02/09,2.8,15.2,8.1,552,1.03,-,19.3,4.3,9.6,9.6,96.5,4.3,"82,000"
205,苗栗縣,西湖溪流域,西湖溪,竹森大橋(原名銅鑼橋),2017/02/06,1.0,20.5,7.2,166,0.04,-,20.1,2.6,10.0,4.5,112.4,1.7,390
206,苗栗縣,西湖溪流域,西湖溪,竹盛大橋,2017/02/06,1.0,20.7,6.9,165,0.04,-,19.0,2.6,9.4,<4.0,106.6,<1.0,330
207,苗栗縣,西湖溪流域,西湖溪,西湖橋(原名四湖橋),2017/02/06,1.5,21.1,8.6,370,0.05,-,23.4,6.1,10.9,13.1,122.8,3.1,"1,600"
208,苗栗縣,西湖溪流域,西湖溪,龍壽橋,2017/02/06,1.0,21.4,8.3,309,0.05,-,23.1,2.8,9.6,7.5,109.3,2.4,760
209,彰化縣,烏溪流域,烏溪,利民橋,2017/02/08,1.5,23.3,7.9,636,0.32,-,23.7,15.8,9.6,11.8,112.6,3.3,"18,000"
210,彰化縣,烏溪流域,烏溪,福馬圳,2017/02/08,3.0,22.7,7.7,547,0.63,-,23.7,30.8,6.4,12.3,73.7,4.7,"17,000"
211,南投縣,濁水溪流域,濁水溪,南雲大橋,2017/02/08,1.0,22.4,8.9,452,0.09,-,22.0,14.8,10.7,6.0,124.2,2.5,95
212,南投縣,濁水溪流域,濁水溪,名竹大橋,2017/02/08,3.3,21.6,8.4,520,0.17,-,23.2,583,8.9,15.1,102.6,1.9,"2,800"
213,南投縣,濁水溪流域,濁水溪,玉峰大橋,2017/02/08,2.3,17.0,8.4,566,0.2,-,19.5,83.3,9.4,5.5,100.4,2.8,"9,000"
214,南投縣,濁水溪流域,濁水溪,集鹿大橋,2017/02/08,3.8,19.5,8.4,496,0.16,-,19.8,409,9.1,11.6,100.8,3.5,"7,800"
215,南投縣,烏溪流域,烏溪,中正橋,2017/02/08,1.0,20.9,8.5,646,0.04,-,22.6,2.7,11.8,4.8,133.2,<1.0,170
216,南投縣,烏溪流域,烏溪,乾峰橋,2017/02/08,1.0,19.7,8.4,331,0.06,-,20.2,13.6,9.6,5.8,107.3,1.8,"27,000"
217,南投縣,烏溪流域,烏溪,北山橋,2017/02/08,1.0,20.5,8.3,295,0.06,-,21.5,7.6,9.7,4.8,111.8,1.1,"3,100"
218,南投縣,烏溪流域,烏溪,平林橋,2017/02/08,2.5,22.3,7.8,730,0.75,-,22.3,41.2,7.1,12.8,81.8,3.3,"43,000"
219,南投縣,烏溪流域,烏溪,愛蘭橋,2017/02/08,1.0,20.8,7.0,196,0.42,-,19.2,6.0,7.6,8.3,88.9,1.4,"26,000"
220,南投縣,烏溪流域,烏溪,新生橋,2017/02/08,-,-,-,-,-,-,-,-,-,-,-,-,-
221,南投縣,烏溪流域,烏溪,柑子林橋,2017/02/08,1.0,20.5,8.4,316,0.06,-,21.2,8.3,9.4,5.3,107.2,<1.0,"2,000"
222,南投縣,,北港溪(投),清流橋,2017/02/08,1.0,17.7,8.3,364,0.06,-,19.4,6.1,9.7,<4.0,106.9,1.2,240
223,雲林縣,北港溪流域,北港溪(雲),土庫大橋,2017/02/10,6.3,18.5,7.7,998,2.22,-,20.2,121,5.4,28.9,57.0,8.8,"2,600,000"
224,雲林縣,北港溪流域,北港溪(雲),斗山橋,2017/02/10,2.8,18.5,7.3,741,0.54,-,17.2,9.5,8.1,61.1,86.0,14.6,"9,600"
225,雲林縣,北港溪流域,北港溪(雲),梅南橋,2017/02/10,1.5,16.2,8.6,485,0.09,-,17.3,2.8,10.4,6.3,106.2,3.7,430
226,雲林縣,北港溪流域,北港溪(雲),梅林橋,2017/02/10,6.0,18.5,8.2,"2,060",4.78,-,16.7,10.9,6.2,39.0,66.4,18.6,"110,000"
227,雲林縣,北港溪流域,北港溪(雲),榮橋,2017/02/10,4.0,19.9,7.7,"1,140",1.16,-,19.8,26.0,8.4,17.9,92.2,8.5,"33,000"
228,雲林縣,北港溪流域,北港溪(雲),石榴班橋,2017/02/10,2.8,17.9,7.8,634,0.66,-,17.5,3.9,9.7,12.4,102.4,6.8,"7,000"
229,雲林縣,北港溪流域,北港溪(雲),觀光大橋(取代北港大橋),2017/02/10,5.3,16.7,7.9,950,2.08,-,18.0,56.8,6.1,24.9,62.8,5.6,"22,000"
230,雲林縣,北港溪流域,北港溪(雲),雲嘉大橋,2017/02/10,4.0,15.7,8.1,"20,500",1.69,"7,760",17.0,35.0,8.9,16.4,95.8,5.7,"3,000"
231,雲林縣,新虎尾溪流域,新虎尾溪,中正橋,2017/02/09,5.3,20.0,7.7,869,1.0,-,19.0,59.4,4.5,16.4,49.8,3.7,"21,000"
232,雲林縣,新虎尾溪流域,新虎尾溪,新虎尾溪橋,2017/02/09,3.3,18.1,8.2,668,0.87,-,19.0,75.0,8.5,20.9,89.8,4.6,"230,000"
233,雲林縣,新虎尾溪流域,新虎尾溪,海豐橋,2017/02/09,7.0,18.6,7.8,"2,260",5.05,303,19.6,70.0,4.4,22.1,46.6,6.1,"45,000"
234,雲林縣,新虎尾溪流域,新虎尾溪,莿桐一號橋,2017/02/09,3.3,17.7,8.2,571,0.62,-,18.5,96.3,8.8,16.9,92.6,4.4,"46,000"
235,雲林縣,新虎尾溪流域,新虎尾溪,豐橋,2017/02/09,6.3,21.6,7.7,"1,420",3.55,-,19.0,62.0,4.7,20.6,53.2,5.8,"8,400"
236,雲林縣,濁水溪流域,濁水溪,西螺大橋,2017/02/08,1.0,27.2,8.2,684,0.07,-,27.5,14.7,7.9,5.0,99.4,2.5,110
237,嘉義縣,八掌溪流域,八掌溪,五虎寮橋(取代舊橋),2017/02/09,1.0,17.5,8.5,580,0.01,-,16.8,4.9,9.6,<4.0,101.2,<1.0,150
238,嘉義縣,八掌溪流域,八掌溪,八掌溪橋,2017/02/09,4.3,19.2,7.9,967,8.41,-,19.0,23.2,5.8,19.7,62.6,3.0,"24,000"
239,嘉義縣,八掌溪流域,八掌溪,觸口橋,2017/02/09,-,-,-,-,-,-,-,-,-,-,-,-,-
240,嘉義縣,北港溪流域,三疊溪,和平橋,2017/02/10,7.3,18.5,7.4,950,2.26,-,18.5,30.5,1.9,69.2,20.2,25.1,"6,700,000"
241,嘉義縣,朴子溪流域,朴子溪,二高便道橋,2017/02/09,1.0,19.2,8.0,530,0.02,-,16.5,11.4,8.1,11.0,87.8,1.9,600
242,嘉義縣,朴子溪流域,朴子溪,介壽橋,2017/02/09,4.3,20.3,8.0,"1,080",7.45,-,21.6,40.2,9.0,27.2,100.1,4.1,"11,000"
243,嘉義縣,朴子溪流域,朴子溪,月眉潭橋,2017/02/09,5.8,20.3,7.9,"1,780",11.6,-,18.7,16.2,4.2,39.2,46.6,9.0,"89,000"
244,嘉義縣,朴子溪流域,朴子溪,朴子溪橋,2017/02/09,4.3,20.9,8.1,"1,040",6.47,-,22.8,47.1,8.2,27.7,91.8,4.8,"1,400"
245,嘉義縣,朴子溪流域,朴子溪,東石大橋,2017/02/09,2.8,18.3,8.0,"21,000",2.66,"7,100",17.5,48.6,7.7,19.2,88.5,1.6,"4,600"
246,嘉義縣,朴子溪流域,朴子溪,松竹大橋,2017/02/09,-,-,-,-,-,-,-,-,-,-,-,-,-
247,嘉義縣,朴子溪流域,朴子溪,竹崎大橋,2017/02/09,-,-,-,-,-,-,-,-,-,-,-,-,-
248,屏東縣,保力溪流域,保力溪,臨海橋,2017/02/10,1.5,20.2,8.2,"41,700",0.28,"17,600",19.6,22.7,6.7,8.7,87.9,1.1,"4,200"
249,屏東縣,保力溪流域,保力溪,龍潭橋(原為龍鑾潭),2017/02/10,-,-,-,-,-,-,-,-,-,-,-,-,-
250,屏東縣,四重溪流域,四重溪,懷恩橋(原為二重溪),2017/02/10,-,-,-,-,-,-,-,-,-,-,-,-,-
251,屏東縣,四重溪流域,四重溪,石門村過四重溪水泥橋(原為石門),2017/02/10,1.0,19.0,8.5,284,0.02,-,19.3,2.2,10.3,<4.0,111.0,<1.0,280
252,屏東縣,東港溪流域,東港溪,東港大橋,2017/02/10,4.5,22.5,7.8,"29,600",3.85,"12,000",18.9,17.1,3.6,13.8,50.3,2.2,"60,000"
253,屏東縣,東港溪流域,東港溪,港西抽水站,2017/02/10,5.8,20.8,7.6,806,7.67,-,19.6,14.9,2.0,29.1,22.2,8.8,"290,000"
254,屏東縣,東港溪流域,東港溪,潮州大橋,2017/02/10,2.8,22.4,7.3,465,1.94,-,18.6,13.3,6.1,8.8,70.2,2.0,"25,000"
255,屏東縣,東港溪流域,東港溪,興社大橋,2017/02/10,6.3,22.0,7.6,692,5.78,-,19.4,33.6,4.0,33.0,45.6,7.1,"160,000"
256,屏東縣,東港溪流域,東港溪,隴東橋(原為龍東橋),2017/02/10,4.3,23.9,7.2,389,4.24,-,18.3,10.0,6.0,13.2,71.4,3.9,"4,600"
257,屏東縣,枋山溪流域,枋山溪,枋山大橋(原為枋山橋),2017/02/08,-,-,-,-,-,-,-,-,-,-,-,-,-
258,屏東縣,林邊溪流域,林邊溪,新埤大橋,2017/02/08,2.8,24.6,8.2,481,0.83,-,27.2,68.5,9.2,7.6,110.6,1.8,"2,800"
259,屏東縣,林邊溪流域,林邊溪,林邊大橋,2017/02/08,5.0,23.3,8.0,539,2.89,8.4,25.8,117,7.8,13.6,90.7,3.5,"23,000"
260,屏東縣,楓港溪流域,楓港溪,巴士墨段橋(取代伊屯吊橋),2017/02/08,1.0,22.7,8.6,309,0.01,-,26.7,2.2,9.5,<4.0,110.5,<1.0,60
261,屏東縣,楓港溪流域,楓港溪,楓港溪橋,2017/02/08,1.0,26.3,8.8,320,0.02,-,27.4,5.2,11.2,5.3,139.3,1.7,110
262,屏東縣,港口溪流域,港口溪,海墘大橋,2017/02/10,1.0,20.0,8.4,566,<0.01,69.7,19.5,4.5,9.0,7.4,98.7,<1.0,360
263,屏東縣,港口溪流域,港口溪,港口橋,2017/02/10,1.0,18.5,8.6,398,<0.01,-,19.5,2.5,10.3,5.2,109.9,<1.0,290
264,屏東縣,率芒溪流域,率芒溪,枋寮大橋,2017/02/08,-,-,-,-,-,-,-,-,-,-,-,-,-
265,屏東縣,高屏溪流域,高屏溪,九如橋,2017/02/08,6.3,25.3,7.7,622,4.41,-,25.5,31.6,3.6,27.2,44.6,9.5,"220,000"
266,屏東縣,高屏溪流域,高屏溪,南華大橋,2017/02/08,-,-,-,-,-,-,-,-,-,-,-,-,-
267,屏東縣,高屏溪流域,高屏溪,昌農橋,2017/02/08,5.5,27.8,7.8,794,5.59,-,26.0,24.9,4.8,24.6,61.8,8.5,"290,000"
268,屏東縣,高屏溪流域,高屏溪,里港大橋,2017/02/08,3.3,27.9,8.1,645,0.04,-,25.4,"1,360",7.9,25.1,100.8,1.5,"24,000"
269,屏東縣,高屏溪流域,高屏溪,隘寮堰,2017/02/08,-,-,-,-,-,-,-,-,-,-,-,-,-
270,臺東縣,利嘉溪流域,利嘉溪,新園橋(原為大南橋),2017/02/09,-,-,-,-,-,-,-,-,-,-,-,-,-
271,臺東縣,利嘉溪流域,利嘉溪,豐源大橋,2017/02/09,-,-,-,-,-,-,-,-,-,-,-,-,-
272,臺東縣,卑南溪流域,卑南溪,初來橋,2017/02/10,-,-,-,-,-,-,-,-,-,-,-,-,-
273,臺東縣,卑南溪流域,卑南溪,台東大橋,2017/02/10,1.0,16.0,8.4,572,0.02,-,14.8,12.5,10.4,<4.0,104.5,<1.0,"3,200"
274,臺東縣,卑南溪流域,卑南溪,鹿鳴橋,2017/02/10,1.0,16.5,8.2,523,0.06,-,13.8,12.6,9.5,<4.0,98.1,<1.0,250
275,臺東縣,太平溪流域,太平溪,大巴六九巴取水口,2017/02/10,-,-,-,-,-,-,-,-,-,-,-,-,-
276,臺東縣,太平溪流域,太平溪,豐里橋,2017/02/10,1.5,16.2,8.4,545,0.3,-,15.5,27.8,9.8,6.0,99.3,1.5,"38,000"
277,臺東縣,太平溪流域,太平溪,馬蘭橋,2017/02/10,1.5,15.5,8.6,503,0.29,-,15.0,29.6,10.4,5.1,103.4,1.2,"25,000"
278,臺東縣,知本溪流域,知本溪,知本橋,2017/02/09,1.0,19.5,8.4,452,0.09,-,18.2,2.7,9.1,<4.0,99.2,<1.0,"5,000"
279,臺東縣,知本溪流域,知本溪,知本溫泉橋,2017/02/09,1.0,19.2,8.3,456,0.08,-,18.4,3.0,9.4,<4.0,102.4,<1.0,"6,700"
280,花蓮縣,三棧溪流域,三棧溪,三棧橋,2017/02/07,1.0,16.8,8.1,208,<0.01,-,17.4,1.9,9.4,4.1,96.1,2.1,"1,000"
281,花蓮縣,吉安溪流域,吉安溪,仁里橋,2017/02/07,1.0,17.7,8.0,447,0.14,-,20.2,4.4,9.8,4.9,102.5,2.0,"40,000"
282,花蓮縣,吉安溪流域,吉安溪,太昌橋,2017/02/07,1.0,16.9,8.4,430,0.02,-,18.4,6.2,9.9,<4.0,101.9,<1.0,"13,000"
283,花蓮縣,秀姑巒溪流域,秀姑巒溪,太平溪橋,2017/02/07,3.3,16.4,8.2,280,0.01,-,16.4,"1,620",9.8,6.3,100.3,<1.0,150
284,花蓮縣,秀姑巒溪流域,秀姑巒溪,玉里大橋,2017/02/07,1.0,16.2,8.1,416,0.12,-,16.2,15.6,9.4,5.7,96.5,<1.0,"30,000"
285,花蓮縣,秀姑巒溪流域,秀姑巒溪,瑞穗大橋,2017/02/07,3.3,18.2,8.2,398,0.07,-,16.8,492,9.0,4.6,96.1,<1.0,"5,000"
286,花蓮縣,立霧溪流域,立霧溪,普渡大橋,2017/02/07,2.3,14.6,8.4,445,0.02,-,16.6,54.2,9.6,12.7,98.8,<1.0,"6,300"
287,花蓮縣,立霧溪流域,立霧溪,錦文橋,2017/02/07,1.0,18.8,8.3,375,<0.01,-,17.5,14.6,9.2,<4.0,98.7,<1.0,650
288,花蓮縣,美崙溪流域,美崙溪,中正橋,2017/02/07,4.5,21.5,7.7,473,1.01,-,22.7,11.6,6.5,36.4,73.3,20.3,"52,000"
289,花蓮縣,美崙溪流域,美崙溪,新生橋(原為嘉新村),2017/02/07,4.0,21.4,7.8,394,2.5,-,21.5,11.5,6.1,18.1,68.2,7.2,"53,000"
290,花蓮縣,美崙溪流域,美崙溪,水源橋上游,2017/02/07,1.0,17.9,8.3,180,<0.01,-,21.0,<1.0,9.8,<4.0,103.6,<1.0,130
291,花蓮縣,美崙溪流域,美崙溪,玉成橋(原為嘉里二號橋),2017/02/07,1.5,20.9,8.0,301,0.73,-,21.3,3.9,8.7,12.7,96.4,1.4,"22,000"
292,花蓮縣,花蓮溪流域,木瓜溪,木瓜溪橋,2017/02/07,1.0,16.7,8.2,307,0.04,-,16.8,2.2,9.2,<4.0,95.4,<1.0,510
293,花蓮縣,花蓮溪流域,花蓮溪,下荖溪橋,2017/02/07,1.0,19.9,8.5,206,<0.01,-,18.2,2.2,9.8,<4.0,107.0,<1.0,300
294,花蓮縣,花蓮溪流域,花蓮溪,支亞干橋(取代豐平橋),2017/02/07,1.5,18.5,8.4,328,<0.01,-,18.4,21.8,9.4,<4.0,101.9,<1.0,20
295,花蓮縣,花蓮溪流域,花蓮溪,花蓮大橋,2017/02/07,1.5,21.3,8.3,407,0.02,-,20.1,20.5,9.1,4.4,101.7,<1.0,700
296,花蓮縣,花蓮溪流域,花蓮溪,萬里溪橋,2017/02/07,1.0,18.4,8.4,449,0.1,-,18.2,9.7,9.6,4.2,103.5,<1.0,170
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
